Ｍ,日付,開催,Ｒ,レース名,馬名S,Ｃ,性別,年齢,キャリア,騎手,人気,着順,頭数,種牡馬,母父馬,馬主(最新/仮想),生産者,毛色,馬記号,生年月日,市場取引価格(万/最終),取引市場(最終),産地
,230409,2阪6,11,桜花賞G1,エミュー,,牝,3,6,松山弘平,15,10,18,ハービンジャー,スペシャルウィーク,前田幸治,ノースヒルズ,鹿毛,,2020. 3.22,,,新冠町
,230409,2阪6,11,桜花賞G1,ラヴェル,,牝,3,3,坂井瑠星,10,11,18,キタサンブラック,ダイワメジャー,キャロットファーム,ノーザンファーム,鹿毛,,2020. 2.14,,,安平町
,230409,2阪6,11,桜花賞G1,キタウイング,,牝,3,6,杉原誠人,12,12,18,ダノンバラード,アイルハヴアナザー,ミルファーム,ミルファーム,黒鹿,,2020. 5.14,,,浦河町
,230409,2阪6,11,桜花賞G1,モズメイメイ,,牝,3,4,和田竜二,7,13,18,リアルインパクト,Frankel,キャピタル・システム,社台ファーム,鹿毛,,2020. 2.18,5060万,セレクトセール,千歳市
,230409,2阪6,11,桜花賞G1,ドゥーラ,,牝,3,5,戸崎圭太,8,14,18,ドゥラメンテ,キングヘイロー,サイプレスホールディングス,グランデファーム,黒鹿,,2020. 2. 8,,,浦河町
,230409,2阪6,11,桜花賞G1,コンクシェル,,牝,3,5,丸山元気,14,15,18,キズナ,Galileo,前田晋二,ノースヒルズ,黒鹿,,2020. 4.25,,,新冠町
,230409,2阪6,11,桜花賞G1,ジューンオレンジ,,牝,3,6,富田暁,18,16,18,ジャスタウェイ,シンボリクリスエス,吉川潤,ヒダカフアーム,芦毛,,2020. 3.14,,,浦河町
,230409,2阪6,11,桜花賞G1,ムーンプローブ,,牝,3,5,北村友一,17,17,18,モーリス,フジキセキ,吉田晴哉,追分ファーム,鹿毛,,2020. 3. 7,,,安平町
,230409,2阪6,11,桜花賞G1,トーセンローリエ,,牝,3,5,横山和生,13,18,18,サトノクラウン,メイショウサムソン,島川隆哉,エスティファーム,黒鹿,,2020. 2. 9,,,日高町
,220410,2阪6,11,桜花賞G1,スターズオンアース,,牝,3,5,川田将雅,7,１,18,ドゥラメンテ,"Smart Strike",社台レースホース,社台ファーム,黒鹿,,2019. 2.27,,,千歳市
,220410,2阪6,11,桜花賞G1,ウォーターナビレラ,,牝,3,5,武豊,3,２,18,シルバーステート,キングヘイロー,山岡正人,伏木田牧場,青鹿,,2019. 5.27,,,浦河町
,220410,2阪6,11,桜花賞G1,ナムラクレア,,牝,3,6,浜中俊,6,３,18,ミッキーアイル,"Storm Cat",奈村睦弘,谷川牧場,青鹿,,2019. 3.30,,,浦河町
,220410,2阪6,11,桜花賞G1,サークルオブライフ,,牝,3,5,Ｍ．デム,2,４,18,エピファネイア,アドマイヤジャパン,飯田正剛,千代田牧場,鹿毛,,2019. 3.24,,,新ひだか町
,220410,2阪6,11,桜花賞G1,ピンハイ,,牝,3,2,高倉稜,13,５,18,ミッキーアイル,ジャングルポケット,北畑忍,ヒダカフアーム,栗毛,,2019. 2.11,,,浦河町
,220410,2阪6,11,桜花賞G1,パーソナルハイ,,牝,3,6,吉田豊,17,６,18,ディープインパクト,"City Zip",G1レーシング,追分ファーム,鹿毛,,2019. 5. 8,,,安平町
,220410,2阪6,11,桜花賞G1,ベルクレスタ,,牝,3,5,吉田隼人,9,７,18,ドゥラメンテ,Numerous,サンデーレーシング,ノーザンファーム,鹿毛,,2019. 2. 6,,,安平町
,220410,2阪6,11,桜花賞G1,アルーリングウェイ,,牝,3,3,藤岡佑介,5,８,18,ジャスタウェイ,フレンチデピュティ,サンデーレーシング,社台コーポレーション白老ファーム,黒鹿,,2019. 2.26,,,白老町
,220410,2阪6,11,桜花賞G1,サブライムアンセム,,牝,3,7,岩田望来,11,９,18,ロードカナロア,シンボリクリスエス,サンデーレーシング,ノーザンファーム,鹿毛,,2019. 1.26,,,安平町
,220410,2阪6,11,桜花賞G1,ナミュール,,牝,3,4,横山武史,1,10,18,ハービンジャー,ダイワメジャー,キャロットファーム,ノーザンファーム,鹿毛,,2019. 3. 2,,,安平町
,220410,2阪6,11,桜花賞G1,プレサージュリフト,,牝,3,2,戸崎圭太,4,11,18,ハービンジャー,ディープインパクト,サンデーレーシング,ノーザンファーム,黒鹿,,2019. 4.25,,,安平町
,220410,2阪6,11,桜花賞G1,カフジテトラゴン,,牝,3,6,古川吉洋,18,12,18,キズナ,Dalakhani,加藤千豊,タイヘイ牧場,鹿毛,,2019. 3.26,,,新ひだか町
,220410,2阪6,11,桜花賞G1,クロスマジェスティ,,牝,3,4,武藤雅,15,13,18,ディーマジェスティ,カリズマティック,辻高史,藤原牧場,鹿毛,,2019. 3.28,836万,北海道セプテンバーセール,新ひだか町
,220410,2阪6,11,桜花賞G1,フォラブリューテ,,牝,3,3,ルメール,12,14,18,エピファネイア,アドマイヤベガ,キャロットファーム,ノーザンファーム,黒鹿,,2019. 5. 2,,,安平町
,220410,2阪6,11,桜花賞G1,アネゴハダ,,牝,3,7,幸英明,16,15,18,キズナ,ウォーエンブレム,岡浩二,サンデーヒルズ,青鹿,,2019. 5.11,,,新ひだか町
,220410,2阪6,11,桜花賞G1,ライラック,,牝,3,3,福永祐一,10,16,18,オルフェーヴル,キングカメハメハ,芹澤精一,杵臼牧場,鹿毛,,2019. 4.28,,,浦河町
,220410,2阪6,11,桜花賞G1,ラズベリームース,,牝,3,4,池添謙一,14,17,18,ルーラーシップ,ファルブラヴ,保坂和孝,ノーザンファーム,鹿毛,,2019. 2.27,4968万,セレクトセール,安平町
,220410,2阪6,11,桜花賞G1,ラブリイユアアイズ,,牝,3,4,坂井瑠星,8,18,18,ロゴタイプ,ヴィクトワールピサ,井内康之,社台ファーム,青毛,,2019. 3.19,1080万,セレクトセール,千歳市
,210411,2阪6,11,桜花賞G1,ソダシ,,牝,3,4,吉田隼人,2,１,18,クロフネ,キングカメハメハ,金子真人ホールディングス,ノーザンファーム,白毛,,2018. 3. 8,,,安平町
,210411,2阪6,11,桜花賞G1,サトノレイナス,,牝,3,3,ルメール,1,２,18,ディープインパクト,"Not For Sale",サトミホースカンパニー,ノーザンファーム,鹿毛,,2018. 2.26,10800万,セレクトセール,安平町
,210411,2阪6,11,桜花賞G1,ファインルージュ,,牝,3,3,福永祐一,8,３,18,キズナ,ボストンハーバー,六井元一,ノーザンファーム,鹿毛,,2018. 3.11,3564万,セレクトセール,安平町
,210411,2阪6,11,桜花賞G1,アカイトリノムスメ,,牝,3,4,横山武史,4,４,18,ディープインパクト,キングカメハメハ,金子真人ホールディングス,ノーザンファーム,黒鹿,,2018. 4.16,,,安平町
,210411,2阪6,11,桜花賞G1,アールドヴィーヴル,,牝,3,2,Ｍ．デム,5,５,18,キングカメハメハ,ディープインパクト,近藤英子,ノーザンファーム,鹿毛,,2018. 2.15,,,安平町
,210411,2阪6,11,桜花賞G1,ククナ,,牝,3,5,藤岡佑介,9,６,18,キングカメハメハ,ディープインパクト,キャロットファーム,ノーザンファーム,黒鹿,,2018. 3.31,,,安平町
,210411,2阪6,11,桜花賞G1,ストゥーティ,,牝,3,5,岩田康誠,14,７,18,モーリス,ゼンノロブロイ,キャロットファーム,ノーザンファーム,鹿毛,,2018. 2. 6,,,安平町
,210411,2阪6,11,桜花賞G1,エンスージアズム,,牝,3,5,岩田望来,15,８,18,ディープインパクト,"Storm Cat",吉田照哉,社台ファーム,鹿毛,,2018. 4. 4,,,千歳市
,210411,2阪6,11,桜花賞G1,ホウオウイクセル,,牝,3,4,丸田恭介,16,９,18,ルーラーシップ,スペシャルウィーク,小笹芳央,レイクヴィラファーム,鹿毛,,2018. 4.16,1728万,セレクトセール,洞爺湖町
,210411,2阪6,11,桜花賞G1,ミニーアイル,,牝,3,6,藤岡康太,17,10,18,ミッキーアイル,Petionville,大野剛嗣,ノーザンファーム,芦毛,,2018. 2. 5,3348万,セレクトセール,安平町
,210411,2阪6,11,桜花賞G1,ジネストラ,,牝,3,4,北村宏司,12,11,18,ロードカナロア,サンデーサイレンス,サンデーレーシング,ノーザンファーム,鹿毛,,2018. 2.21,,,安平町
,210411,2阪6,11,桜花賞G1,ストライプ,,牝,3,4,田辺裕信,13,12,18,ルーラーシップ,ダイワメジャー,佐藤壽男,荒木貴宏,黒鹿,,2018. 3.25,,,新ひだか町
,210411,2阪6,11,桜花賞G1,エリザベスタワー,,牝,3,3,川田将雅,6,13,18,Kingman,Doyen,社台レースホース,"Shadai Farm",黒鹿,(外),2018. 1.23,,,英
,210411,2阪6,11,桜花賞G1,ブルーバード,,牝,3,4,柴田大知,18,14,18,リーチザクラウン,"Elusive Quality",サラブレッドクラブ・ラフィアン,水丸牧場,鹿毛,,2018. 5.22,,,新ひだか町
,210411,2阪6,11,桜花賞G1,ソングライン,,牝,3,3,池添謙一,7,15,18,キズナ,シンボリクリスエス,サンデーレーシング,ノーザンファーム,青鹿,,2018. 3. 4,,,安平町
,210411,2阪6,11,桜花賞G1,シゲルピンクルビー,,牝,3,3,和田竜二,10,16,18,モーリス,"High Chaparral",關美和,天羽牧場,栗毛,,2018. 1.26,3024万,北海道セレクションセール,日高町
,210411,2阪6,11,桜花賞G1,ヨカヨカ,,牝,3,6,幸英明,11,17,18,スクワートルスクワート,"Danehill Dancer",岡浩二,本田土寿,黒鹿,,2018. 5.13,367万,ＪＲＡブリーズアップセール,熊本県
,210411,2阪6,11,桜花賞G1,メイケイエール,,牝,3,5,横山典弘,3,18,18,ミッキーアイル,ハービンジャー,名古屋競馬,ノーザンファーム,鹿毛,,2018. 2.23,2808万,セレクトセール,安平町
,200412,2阪6,11,桜花賞G1,デアリングタクト,,牝,3,2,松山弘平,2,１,18,エピファネイア,キングカメハメハ,ノルマンディーサラブレッドレーシング,長谷川牧場,青鹿,,2017. 4.15,1296万,セレクトセール,日高町
,200412,2阪6,11,桜花賞G1,レシステンシア,,牝,3,4,武豊,1,２,18,ダイワメジャー,"Lizard Island",キャロットファーム,ノーザンファーム,鹿毛,,2017. 3.15,,,安平町
,200412,2阪6,11,桜花賞G1,スマイルカナ,,牝,3,5,柴田大知,9,３,18,ディープインパクト,"Distorted Humor",ビッグレッドファーム,木田牧場,芦毛,,2017. 3.22,6048万,セレクトセール,新ひだか町
,200412,2阪6,11,桜花賞G1,クラヴァシュドール,,牝,3,4,Ｍ．デム,6,４,18,ハーツクライ,"Giant's Causeway",山紫水明,下河辺牧場,青鹿,,2017. 2. 1,,,日高町
,200412,2阪6,11,桜花賞G1,ミヤマザクラ,,牝,3,4,福永祐一,7,５,18,ディープインパクト,"Mr. Greeley",金子真人ホールディングス,ノーザンファーム,芦毛,,2017. 5. 2,,,安平町
,200412,2阪6,11,桜花賞G1,サンクテュエール,,牝,3,3,ルメール,3,６,18,ディープインパクト,"Canadian Frontier",キャロットファーム,ノーザンファーム,鹿毛,,2017. 2.13,,,安平町
,200412,2阪6,11,桜花賞G1,フィオリキアリ,,牝,3,6,藤井勘一,14,７,18,キズナ,"Successful Appeal",槙和美,ノースヒルズ,鹿毛,,2017. 3.18,,,新冠町
,200412,2阪6,11,桜花賞G1,マルターズディオサ,,牝,3,5,田辺裕信,5,８,18,キズナ,"Grand Slam",藤田在子,天羽禮治,青鹿,,2017. 2. 7,,,日高町
,200412,2阪6,11,桜花賞G1,エーポス,,牝,3,4,岩田康誠,11,９,18,ジャスタウェイ,"Smart Strike",フジワラ・ファーム,フジワラフアーム,栗毛,,2017. 5.11,,,新ひだか町
,200412,2阪6,11,桜花賞G1,リアアメリア,,牝,3,3,川田将雅,4,10,18,ディープインパクト,"Rockport Harbor",シルクレーシング,ノーザンファーム,黒鹿,,2017. 2.21,,,安平町
,200412,2阪6,11,桜花賞G1,チェーンオブラブ,,牝,3,5,石橋脩,16,11,18,ハーツクライ,"Street Cry",前田幸治,ノースヒルズ,栗毛,,2017. 4.15,,,新冠町
,200412,2阪6,11,桜花賞G1,マジックキャッスル,,牝,3,4,浜中俊,8,12,18,ディープインパクト,シンボリクリスエス,社台レースホース,社台ファーム,鹿毛,,2017. 3. 3,,,千歳市
,200412,2阪6,11,桜花賞G1,ケープコッド,,牝,3,6,岩田望来,18,13,18,ダイワメジャー,"Elusive Quality",ゴドルフィン,ダーレー・ジャパン・ファーム,黒鹿,,2017. 3.14,,,日高町
,200412,2阪6,11,桜花賞G1,インターミッション,,牝,3,3,石川裕紀,13,14,18,ディープインパクト,キングカメハメハ,下河辺牧場,下河辺牧場,鹿毛,,2017. 1.19,,,日高町
,200412,2阪6,11,桜花賞G1,ヒルノマリブ,,牝,3,5,北村友一,15,15,18,ゴールドアリュール,シアトルダンサー2,ヒルノ,山岡ファーム,鹿毛,,2017. 3.19,,,新冠町
,200412,2阪6,11,桜花賞G1,ウーマンズハート,,牝,3,4,藤岡康太,10,16,18,ハーツクライ,Shamardal,ゴドルフィン,ダーレー・ジャパン・ファーム,鹿毛,,2017. 2. 8,,,日高町
,200412,2阪6,11,桜花賞G1,ナイントゥファイブ,,牝,3,5,松田大作,17,17,18,スクリーンヒーロー,"Blu Air Force",黒川暁子,ノーザンファーム,黒鹿,,2017. 1.31,1944万,セレクトセール,安平町
,200412,2阪6,11,桜花賞G1,ヤマカツマーメイド,,牝,3,7,池添謙一,12,18,18,ロードカナロア,グラスワンダー,山田和夫,岡田牧場,鹿毛,,2017. 4. 7,,,新ひだか町
,190407,2阪6,11,桜花賞G1,グランアレグリア,,牝,3,3,ルメール,2,１,18,ディープインパクト,Tapit,サンデーレーシング,ノーザンファーム,鹿毛,,2016. 1.24,,,安平町
,190407,2阪6,11,桜花賞G1,シゲルピンクダイヤ,,牝,3,3,和田竜二,7,２,18,ダイワメジャー,"High Chaparral",森中蕃,天羽牧場,黒鹿,,2016. 2.12,1728万,北海道セレクションセール,日高町
,190407,2阪6,11,桜花賞G1,クロノジェネシス,,牝,3,4,北村友一,3,３,18,バゴ,クロフネ,サンデーレーシング,ノーザンファーム,芦毛,,2016. 3. 6,,,安平町
,190407,2阪6,11,桜花賞G1,ダノンファンタジー,,牝,3,5,川田将雅,1,４,18,ディープインパクト,"Not For Sale",ダノックス,ノーザンファーム,鹿毛,,2016. 1.30,9720万,セレクトセール,安平町
,190407,2阪6,11,桜花賞G1,ビーチサンバ,,牝,3,4,福永祐一,4,５,18,クロフネ,サンデーサイレンス,金子真人ホールディングス,ノーザンファーム,黒鹿,,2016. 4. 4,6048万,セレクトセール,安平町
,190407,2阪6,11,桜花賞G1,プールヴィル,,牝,3,6,秋山真一,14,６,18,"Le Havre",Kendargent,吉田照哉,社台ファーム,鹿毛,,2016. 3.14,,,千歳市
,190407,2阪6,11,桜花賞G1,エールヴォア,,牝,3,5,松山弘平,8,７,18,ヴィクトワールピサ,ワイルドラッシュ,佐伯由加理,社台コーポレーション白老ファーム,黒鹿,,2016. 3.12,864万,セレクトセール,白老町
,190407,2阪6,11,桜花賞G1,ジュランビル,,牝,3,5,松若風馬,16,８,18,キンシャサノキセキ,"Deputy Minister",村上稔,松浦牧場,黒鹿,,2016. 3.17,702万,北海道サマーセール,新冠町
,190407,2阪6,11,桜花賞G1,シェーングランツ,,牝,3,5,武豊,6,９,18,ディープインパクト,Monsun,社台レースホース,社台ファーム,青鹿,,2016. 1.29,,,千歳市
,190407,2阪6,11,桜花賞G1,アウィルアウェイ,,牝,3,4,石橋脩,11,10,18,ジャスタウェイ,キングカメハメハ,吉田勝己,ノーザンファーム,鹿毛,,2016. 2. 4,,,安平町
,190407,2阪6,11,桜花賞G1,ノーワン,,牝,3,6,坂井瑠星,12,11,18,ハーツクライ,Caerleon,藤田好紀,飛野牧場,鹿毛,,2016. 4. 2,,,新ひだか町
,190407,2阪6,11,桜花賞G1,メイショウケイメイ,,牝,3,5,古川吉洋,18,12,18,ワークフォース,デュランダル,松本好雄,富田牧場,鹿毛,,2016. 3.27,,,浦河町
,190407,2阪6,11,桜花賞G1,アクアミラビリス,,牝,3,3,Ｍ．デム,5,13,18,ヴィクトワールピサ,Anabaa,社台レースホース,社台ファーム,鹿毛,,2016. 4. 4,,,千歳市
,190407,2阪6,11,桜花賞G1,レッドアステル,,牝,3,2,戸崎圭太,15,14,18,ディープインパクト,"Smart Strike",東京ホースレーシング,ノーザンファーム,鹿毛,,2016. 2. 7,,,安平町
,190407,2阪6,11,桜花賞G1,フィリアプーラ,,牝,3,3,丸山元気,13,15,18,ハービンジャー,サンデーサイレンス,キャロットファーム,ノーザンファーム,鹿毛,,2016. 4. 3,,,安平町
,190407,2阪6,11,桜花賞G1,ホウオウカトリーヌ,,牝,3,7,大野拓弥,17,16,18,マツリダゴッホ,Henrythenavigator,小笹芳央,岡田スタツド,鹿毛,,2016. 2. 2,,,新ひだか町
,190407,2阪6,11,桜花賞G1,ノーブルスコア,,牝,3,5,岩田康誠,10,17,18,ディープインパクト,"Dylan Thomas",二木英徳,ノーザンファーム,青鹿,,2016. 1.29,16740万,セレクトセール,安平町
,190407,2阪6,11,桜花賞G1,ルガールカルム,,牝,3,4,三浦皇成,9,18,18,ロードカナロア,"Sunday Silence",サンデーレーシング,ノーザンファーム,鹿毛,,2016. 2. 4,,,安平町
,180408,2阪6,11,桜花賞G1,アーモンドアイ,,牝,3,3,ルメール,2,１,18,ロードカナロア,サンデーサイレンス,シルクレーシング,ノーザンファーム,鹿毛,,2015. 3.10,,,安平町
,180408,2阪6,11,桜花賞G1,ラッキーライラック,,牝,3,4,石橋脩,1,２,18,オルフェーヴル,"Flower Alley",サンデーレーシング,ノーザンファーム,栗毛,,2015. 4. 3,,,安平町
,180408,2阪6,11,桜花賞G1,リリーノーブル,,牝,3,4,川田将雅,3,３,18,ルーラーシップ,クロフネ,サンデーレーシング,ノーザンファーム,鹿毛,,2015. 3.15,,,安平町
,180408,2阪6,11,桜花賞G1,トーセンブレス,,牝,3,4,柴田善臣,8,４,18,ディープインパクト,ファルブラヴ,島川隆哉,社台ファーム,黒鹿,,2015. 3. 5,6912万,セレクトセール,千歳市
