Ｍ,日付,開催,Ｒ,レース名,馬名S,Ｃ,性別,年齢,キャリア,騎手,人気,着順,頭数,種牡馬,母父馬,馬主(最新/仮想),生産者,毛色,馬記号,生年月日,市場取引価格(万/最終),取引市場(最終),産地
,200411,2阪5,11,阪神牝馬G2,サウンドキアラ,,牝,5,17,松山弘平,2,１,16,ディープインパクト,アグネスデジタル,増田雄一,社台ファーム,鹿毛,,2015. 3.31,,,千歳市
,200411,2阪5,11,阪神牝馬G2,スカーレットカラー,,牝,5,18,岩田康誠,6,２,16,ヴィクトワールピサ,ウォーエンブレム,前田幸治,ノースヒルズ,鹿毛,,2015. 2.26,,,新冠町
,200411,2阪5,11,阪神牝馬G2,ディメンシオン,,牝,6,17,松田大作,11,３,16,ディープインパクト,Montjeu,広尾レース,木村秀則,鹿毛,,2014. 2. 9,,,新ひだか町
,200411,2阪5,11,阪神牝馬G2,ビーチサンバ,,牝,4,9,福永祐一,3,４,16,クロフネ,サンデーサイレンス,金子真人ホールディングス,ノーザンファーム,黒鹿,,2016. 4. 4,6048万,セレクトセール,安平町
,200411,2阪5,11,阪神牝馬G2,ダノンファンタジー,,牝,4,9,川田将雅,1,５,16,ディープインパクト,"Not For Sale",ダノックス,ノーザンファーム,鹿毛,,2016. 1.30,9720万,セレクトセール,安平町
,200411,2阪5,11,阪神牝馬G2,リバティハイツ,,牝,5,15,藤岡佑介,12,６,16,キングカメハメハ,Dubawi,社台レースホース,社台ファーム,鹿毛,,2015. 3.23,,,千歳市
,200411,2阪5,11,阪神牝馬G2,プールヴィル,,牝,4,12,浜中俊,7,７,16,"Le Havre",Kendargent,吉田照哉,社台ファーム,鹿毛,,2016. 3.14,,,千歳市
,200411,2阪5,11,阪神牝馬G2,ブランノワール,,牝,4,11,武豊,9,８,16,ロードカナロア,Singspiel,シルクレーシング,ノーザンファーム,鹿毛,,2016. 2.15,,,安平町
,200411,2阪5,11,阪神牝馬G2,サトノガーネット,,牝,5,18,川島信二,14,９,16,ディープインパクト,"Victory Note",サトミホースカンパニー,社台コーポレーション白老ファーム,青鹿,,2015. 1.28,,,白老町
,200411,2阪5,11,阪神牝馬G2,テーオービクトリー,,牝,6,28,太宰啓介,16,10,16,ブラックタイド,デヒア,小笹公也,ヤナガワ牧場,鹿毛,,2014. 3.23,,,日高町
,200411,2阪5,11,阪神牝馬G2,メジェールスー,,牝,5,18,岩田望来,13,11,16,ロードカナロア,フジキセキ,太田珠々子,藤原牧場,鹿毛,,2015. 3.14,,,新ひだか町
,200411,2阪5,11,阪神牝馬G2,シャドウディーヴァ,,牝,4,12,池添謙一,5,12,16,ハーツクライ,Dansili,スリーエイチレーシング,ノーザンファーム,黒鹿,,2016. 2.29,7776万,セレクトセール,安平町
,200411,2阪5,11,阪神牝馬G2,ノーワン,,牝,4,13,坂井瑠星,15,13,16,ハーツクライ,Caerleon,藤田好紀,飛野牧場,鹿毛,,2016. 4. 2,,,新ひだか町
,200411,2阪5,11,阪神牝馬G2,アマルフィコースト,,牝,5,17,幸英明,10,14,16,ダイワメジャー,"High Chaparral",社台レースホース,社台ファーム,黒鹿,,2015. 2. 5,,,千歳市
,200411,2阪5,11,阪神牝馬G2,トロワゼトワル,,牝,5,15,藤岡康太,8,15,16,ロードカナロア,ハーツクライ,社台レースホース,社台ファーム,黒鹿,,2015. 2.28,,,千歳市
,200411,2阪5,11,阪神牝馬G2,シゲルピンクダイヤ,,牝,4,9,Ｍ．デム,4,16,16,ダイワメジャー,"High Chaparral",森中蕃,天羽牧場,黒鹿,,2016. 2.12,1728万,北海道セレクションセール,日高町
,190406,2阪5,11,阪神牝馬G2,ミッキーチャーム,,牝,4,8,川田将雅,4,１,14,ディープインパクト,Dansili,野田みづき,三嶋牧場,鹿毛,,2015. 2. 7,7560万,セレクトセール,浦河町
,190406,2阪5,11,阪神牝馬G2,アマルフィコースト,,牝,4,11,坂井瑠星,12,２,14,ダイワメジャー,"High Chaparral",社台レースホース,社台ファーム,黒鹿,,2015. 2. 5,,,千歳市
,190406,2阪5,11,阪神牝馬G2,ミエノサクシード,,牝,6,25,川島信二,9,３,14,ステイゴールド,"A.P. Indy",里見美惠子,千代田牧場,栗毛,,2013. 3.10,1890万,セレクトセール,新ひだか町
,190406,2阪5,11,阪神牝馬G2,ダイアナヘイロー,,牝,6,26,武豊,8,４,14,キングヘイロー,グラスワンダー,駒秀,大西ファーム,黒鹿,,2013. 5. 5,,,浦河町
,190406,2阪5,11,阪神牝馬G2,クロコスミア,,牝,6,27,岩田康誠,6,５,14,ステイゴールド,ボストンハーバー,大塚亮一,小島牧場,黒鹿,,2013. 5.17,,,浦河町
,190406,2阪5,11,阪神牝馬G2,カンタービレ,,牝,4,8,Ｍ．デム,2,６,14,ディープインパクト,Galileo,石川達絵,三嶋牧場,鹿毛,,2015. 3. 6,,,浦河町
,190406,2阪5,11,阪神牝馬G2,レッドオルガ,,牝,5,12,北村友一,3,７,14,ディープインパクト,ダンシングブレーヴ,東京ホースレーシング,ノーザンファーム,鹿毛,,2014. 4.26,,,安平町
,190406,2阪5,11,阪神牝馬G2,ラッキーライラック,,牝,4,8,石橋脩,1,８,14,オルフェーヴル,"Flower Alley",サンデーレーシング,ノーザンファーム,栗毛,,2015. 4. 3,,,安平町
,190406,2阪5,11,阪神牝馬G2,サトノワルキューレ,,牝,4,7,浜中俊,11,９,14,ディープインパクト,"Roi Normand",サトミホースカンパニー,下河辺牧場,鹿毛,,2015. 2. 2,,,日高町
,190406,2阪5,11,阪神牝馬G2,サラキア,,牝,4,8,池添謙一,5,10,14,ディープインパクト,Lomitas,シルクレーシング,ノーザンファーム,鹿毛,,2015. 2. 5,,,安平町
,190406,2阪5,11,阪神牝馬G2,リバティハイツ,,牝,4,9,福永祐一,10,11,14,キングカメハメハ,Dubawi,社台レースホース,社台ファーム,鹿毛,,2015. 3.23,,,千歳市
,190406,2阪5,11,阪神牝馬G2,ベルーガ,,牝,4,6,中井裕二,14,12,14,キンシャサノキセキ,"Kris S.",R.アンダーソン,ノーザンファーム,青毛,,2015. 2.11,4860万,セレクトセール,安平町
,190406,2阪5,11,阪神牝馬G2,メイショウオワラ,,牝,5,15,秋山真一,13,13,14,ディープブリランテ,タイキシャトル,松本好雄,三嶋牧場,鹿毛,,2014. 2.12,,,浦河町
,190406,2阪5,11,阪神牝馬G2,ワントゥワン,,牝,6,27,シュタル,7,14,14,ディープインパクト,Falbrav,青山洋一,社台ファーム,黒鹿,,2013. 3.21,,,千歳市
,180407,2阪5,11,阪神牝馬G2,ミスパンテール,,牝,4,8,横山典弘,4,１,13,ダイワメジャー,シンボリクリスエス,寺田千代乃,三城牧場,鹿毛,,2014. 2.21,,,日高町
,180407,2阪5,11,阪神牝馬G2,レッドアヴァンセ,,牝,5,16,北村友一,11,２,13,ディープインパクト,ダンシングブレーヴ,東京ホースレーシング,ノーザンファーム,黒鹿,,2013. 4.24,,,安平町
,180407,2阪5,11,阪神牝馬G2,リスグラシュー,,牝,4,11,武豊,1,３,13,ハーツクライ,"American Post",キャロットファーム,ノーザンファーム,黒鹿,,2014. 1.18,,,安平町
,180407,2阪5,11,阪神牝馬G2,アドマイヤリード,,牝,5,17,Ｍ．デム,3,４,13,ステイゴールド,Numerous,近藤利一,ノーザンファーム,青鹿,,2013. 3.18,4830万,セレクトセール,安平町
,180407,2阪5,11,阪神牝馬G2,ジュールポレール,,牝,5,12,幸英明,5,５,13,ディープインパクト,エリシオ,G1レーシング,社台コーポレーション白老ファーム,鹿毛,,2013. 5. 2,,,白老町
,180407,2阪5,11,阪神牝馬G2,ミエノサクシード,,牝,5,19,福永祐一,7,６,13,ステイゴールド,"A.P. Indy",里見美惠子,千代田牧場,栗毛,,2013. 3.10,1890万,セレクトセール,新ひだか町
,180407,2阪5,11,阪神牝馬G2,ミリッサ,,牝,4,9,岩田康誠,9,７,13,ダイワメジャー,Singspiel,キャロットファーム,ノーザンファーム,栗毛,,2014. 4.13,,,安平町
,180407,2阪5,11,阪神牝馬G2,エテルナミノル,,牝,5,21,四位洋文,12,８,13,エンパイアメーカー,フジキセキ,吉岡實,フジワラフアーム,黒鹿,,2013. 5.24,,,新ひだか町
,180407,2阪5,11,阪神牝馬G2,ラビットラン,,牝,4,8,川田将雅,6,９,13,Tapit,"Dixieland Band",吉田和子,"Alexander Groves Matz LLC",栗毛,(外),2014. 3.18,,,米
,180407,2阪5,11,阪神牝馬G2,ソウルスターリング,,牝,4,9,ルメール,2,10,13,Frankel,Monsun,社台レースホース,社台ファーム,青鹿,,2014. 2.13,,,千歳市
,180407,2阪5,11,阪神牝馬G2,デンコウアンジュ,,牝,5,18,蛯名正義,10,11,13,メイショウサムソン,マリエンバード,田中康弘,磯野牧場,黒鹿,,2013. 4. 8,,,浦河町
,180407,2阪5,11,阪神牝馬G2,ワントゥワン,,牝,5,19,藤岡佑介,8,12,13,ディープインパクト,Falbrav,青山洋一,社台ファーム,黒鹿,,2013. 3.21,,,千歳市
,180407,2阪5,11,阪神牝馬G2,クインズミラーグロ,,牝,6,30,藤岡康太,13,13,13,マンハッタンカフェ,"In Excess",クイーンズ・ランチ,富田牧場,黒鹿,,2012. 3.25,,,浦河町
,170408,2阪5,11,阪神牝馬G2,ミッキークイーン,,牝,5,12,浜中俊,1,１,16,ディープインパクト,"Gold Away",野田みづき,ノーザンファーム,鹿毛,,2012. 2. 8,10500万,セレクトセール,安平町
,170408,2阪5,11,阪神牝馬G2,アドマイヤリード,,牝,4,12,ルメール,3,２,16,ステイゴールド,Numerous,近藤利一,ノーザンファーム,青鹿,,2013. 3.18,4830万,セレクトセール,安平町
,170408,2阪5,11,阪神牝馬G2,ジュールポレール,,牝,4,8,幸英明,4,３,16,ディープインパクト,エリシオ,G1レーシング,社台コーポレーション白老ファーム,鹿毛,,2013. 5. 2,,,白老町
,170408,2阪5,11,阪神牝馬G2,クロコスミア,,牝,4,13,松若風馬,7,４,16,ステイゴールド,ボストンハーバー,大塚亮一,小島牧場,黒鹿,,2013. 5.17,,,浦河町
,170408,2阪5,11,阪神牝馬G2,エテルナミノル,,牝,4,12,池添謙一,13,５,16,エンパイアメーカー,フジキセキ,吉岡實,フジワラフアーム,黒鹿,,2013. 5.24,,,新ひだか町
,170408,2阪5,11,阪神牝馬G2,トーセンビクトリー,,牝,5,16,武豊,5,６,16,キングカメハメハ,サンデーサイレンス,島川隆哉,ノーザンファーム,鹿毛,,2012. 4.23,11025万,セレクトセール,安平町
,170408,2阪5,11,阪神牝馬G2,デンコウアンジュ,,牝,4,10,蛯名正義,10,７,16,メイショウサムソン,マリエンバード,田中康弘,磯野牧場,黒鹿,,2013. 4. 8,,,浦河町
,170408,2阪5,11,阪神牝馬G2,アットザシーサイド,,牝,4,10,福永祐一,8,８,16,キングカメハメハ,アグネスタキオン,吉田照哉,社台ファーム,鹿毛,,2013. 4. 3,,,千歳市
,170408,2阪5,11,阪神牝馬G2,ヒルノマテーラ,,牝,6,28,四位洋文,14,９,16,マンハッタンカフェ,Concern,ヒルノ,辻牧場,黒鹿,,2011. 4.28,,,浦河町
,170408,2阪5,11,阪神牝馬G2,ダンツキャンサー,,牝,6,31,藤岡佑介,16,10,16,アドマイヤジャパン,サクラバクシンオー,山元哲二,千代田牧場,黒鹿,,2011. 2. 4,483万,北海道サマーセール,新ひだか町
,170408,2阪5,11,阪神牝馬G2,クリノラホール,,牝,4,16,北村友一,12,11,16,ダイワメジャー,クロフネ,栗本博晴,横井哲,芦毛,,2013. 3.18,,,日高町
,170408,2阪5,11,阪神牝馬G2,デニムアンドルビー,,牝,7,22,藤岡康太,6,12,16,ディープインパクト,キングカメハメハ,金子真人ホールディングス,ノーザンファーム,鹿毛,,2010. 1.31,4095万,セレクトセール,安平町
,170408,2阪5,11,阪神牝馬G2,タッチングスピーチ,,牝,5,15,和田竜二,9,13,16,ディープインパクト,"Sadler's Wells",サンデーレーシング,ノーザンファーム,鹿毛,,2012. 2.21,,,安平町
,170408,2阪5,11,阪神牝馬G2,メイショウマンボ,,牝,7,30,小牧太,11,14,16,スズカマンボ,グラスワンダー,松本好雄,高昭牧場,鹿毛,,2010. 2.25,,,浦河町
,170408,2阪5,11,阪神牝馬G2,クイーンズリング,,牝,5,14,Ｍ．デム,2,15,16,マンハッタンカフェ,Anabaa,吉田千津,社台ファーム,黒鹿,,2012. 5.25,,,千歳市
,170408,2阪5,11,阪神牝馬G2,ウエスタンレベッカ,,牝,7,51,高倉稜,15,16,16,ゼンノロブロイ,ジェネラス,西川賢,ウエスタンファーム,鹿毛,,2010. 4.22,,,新ひだか町
,160409,2阪5,11,阪神牝馬G2,スマートレイアー,,牝,6,19,Ｍ．デム,2,１,13,ディープインパクト,ホワイトマズル,大川徹,岡田スタツド,芦毛,,2010. 5.15,,,新ひだか町
,160409,2阪5,11,阪神牝馬G2,ミッキークイーン,,牝,4,8,ルメール,1,２,13,ディープインパクト,"Gold Away",野田みづき,ノーザンファーム,鹿毛,,2012. 2. 8,10500万,セレクトセール,安平町
,160409,2阪5,11,阪神牝馬G2,ウインプリメーラ,,牝,6,29,川田将雅,5,３,13,ステイゴールド,フォーティナイナー,ウイン,ビッグレッドファーム,黒鹿,,2010. 4. 4,,,新冠町
,160409,2阪5,11,阪神牝馬G2,カフェブリリアント,,牝,6,20,福永祐一,7,４,13,ブライアンズタイム,Caerleon,西川光一,タイヘイ牧場,栗毛,,2010. 2.27,,,新ひだか町
,160409,2阪5,11,阪神牝馬G2,ココロノアイ,,牝,4,8,武豊,6,５,13,ステイゴールド,デインヒル,酒井牧場,酒井牧場,鹿毛,,2012. 4.28,,,浦河町
,160409,2阪5,11,阪神牝馬G2,ペルフィカ,,牝,4,11,藤岡佑介,12,６,13,ゼンノロブロイ,"Sky Mesa",前田幸治,ノースヒルズ,黒鹿,,2012. 2.22,,,新冠町
,160409,2阪5,11,阪神牝馬G2,ダンツキャンサー,,牝,5,22,和田竜二,13,７,13,アドマイヤジャパン,サクラバクシンオー,山元哲二,千代田牧場,黒鹿,,2011. 2. 4,483万,北海道サマーセール,新ひだか町
,160409,2阪5,11,阪神牝馬G2,アンドリエッテ,,牝,4,11,藤岡康太,4,８,13,ディープインパクト,"Silver Deputy",永田和彦,森永牧場,鹿毛,,2012. 5.14,,,日高町
,160409,2阪5,11,阪神牝馬G2,ストレイトガール,,牝,7,29,戸崎圭太,3,９,13,フジキセキ,タイキシャトル,廣崎利洋HD,岡本牧場,鹿毛,,2009. 3.12,,,浦河町
,160409,2阪5,11,阪神牝馬G2,アイライン,,牝,4,16,松山弘平,11,10,13,ローレルゲレイロ,コマンダーインチーフ,アラキファーム,アラキフアーム,黒鹿,(地),2012. 5. 9,,,新冠町
